Product_ID,SKU,Product_Name,Brand,Supplier_ID,Category,Subcategory,Price_Segment,Unit_Cost,Unit_Price,Base_Margin_Rate,Launch_Date,Product_Status
100970,NVX-100970,Contemporary Bamboo Dining Table,UrbanNest,2228,Decoration,Mirror,Mid-Range,132.62,225.35,0.4115,2026-01-27,Active
100971,NVX-100971,Nordic Fabric Bed,HomeCraft,2201,Home Office,Office Chair,Entry,126.4,213.15,0.407,2020-06-19,Active
100972,NVX-100972,Classic Fabric Dining Table,Forma Casa,2335,Living Room,Sideboard,Entry,808.51,1319.21,0.3871,2026-08-12,Active
100973,NVX-100973,Elegant Ceramic BBQ,Novexa Essentials,2130,Garden,Outdoor Chair,Premium,79.25,140.8,0.4371,2024-03-22,Active
100974,NVX-100974,Vintage Marble Planter,Atelier Home,2079,Kitchen,Dining Chair,Entry,56.69,120.76,0.5306,2020-06-27,Active
100975,NVX-100975,Contemporary Oak Chair,Oak & Stone,2283,Bedroom,Dresser,Mid-Range,325.62,518.96,0.3726,2026-04-29,Active
100976,NVX-100976,Urban Walnut TV Unit,Novexa Essentials,2386,Lighting,Floor Lamp,Mid-Range,84.71,155.02,0.4536,2022-08-05,Active
100977,NVX-100977,Vintage Ceramic Sofa,Forma Casa,2085,Garden,Outdoor Table,Mid-Range,37.65,72.29,0.4792,2022-04-22,Active
100978,NVX-100978,Urban Steel Cabinet,Nordic Living,2373,Living Room,TV Unit,Entry,826.42,1276.48,0.3526,2022-01-01,Active
100979,NVX-100979,Smart Steel Coffee Table,Linea Design,2334,Decoration,Mirror,Mid-Range,85.65,182.59,0.5309,2025-07-30,Active
100980,NVX-100980,Premium Glass Outdoor Chair,Nordic Living,2198,Kitchen,Kitchen Cabinet,Mid-Range,32.16,69.7,0.5386,2024-04-05,Active
100981,NVX-100981,Elegant Bamboo Bookcase,HomeCraft,2163,Bedroom,Wardrobe,Premium,524.03,843.49,0.3787,2026-10-22,Active
100982,NVX-100982,Smart Glass Storage Box,Oak & Stone,2051,Bedroom,Dresser,Entry,220.07,367.73,0.4015,2025-12-26,Active
100983,NVX-100983,Premium Pine Bookcase,Nordic Living,2150,Bathroom,Vanity Unit,Entry,45.55,97.61,0.5333,2022-02-28,Active
100984,NVX-100984,Vintage Ceramic Desk Lamp,Green Habitat,2326,Kitchen,Bar Stool,Premium,27.51,58.71,0.5314,2026-02-25,Active
100985,NVX-100985,Natural Glass Chair,HomeCraft,2313,Bedroom,Chest of Drawers,Mid-Range,224.74,346.69,0.3518,2026-10-15,Active
100986,NVX-100986,Modern Marble Bar Stool,UrbanNest,2140,Bathroom,Storage Cabinet,Entry,87.28,157.8,0.4469,2023-04-16,Active
100987,NVX-100987,Classic Fabric Kitchen Island,Oak & Stone,2235,Garden,Outdoor Table,Premium,34.85,76.42,0.544,2021-08-02,Active
100988,NVX-100988,Smart Ceramic Armchair,Green Habitat,2243,Garden,Planter,Entry,34.82,64.44,0.4597,2023-09-20,Active
100989,NVX-100989,Nordic Ceramic Office Chair,Lumina,2095,Bathroom,Vanity Unit,Entry,43.5,93.0,0.5323,2023-02-13,Active
100990,NVX-100990,Minimalist Steel Lamp,Oak & Stone,2377,Living Room,Sofa,Entry,761.26,1305.84,0.417,2024-06-23,Active
100991,NVX-100991,Premium Velvet Mirror,Forma Casa,2339,Bathroom,Tall Cabinet,Entry,40.25,68.44,0.4119,2025-04-21,Active
100992,NVX-100992,Premium Velvet Floor Lamp,UrbanNest,2121,Bedroom,Wardrobe,Mid-Range,513.55,832.31,0.383,2022-09-05,Active
100993,NVX-100993,Premium Glass Sideboard,Atelier Home,2265,Living Room,Coffee Table,Entry,468.82,691.29,0.3218,2023-01-18,Active
100994,NVX-100994,Signature Ceramic TV Unit,Lumina,2071,Living Room,Coffee Table,Mid-Range,601.85,929.79,0.3527,2025-04-22,Active
100995,NVX-100995,Compact Fabric Armchair,HomeCraft,2337,Lighting,Pendant Light,Mid-Range,50.78,108.76,0.5331,2022-05-08,Active
100996,NVX-100996,Urban Pine Bench,UrbanNest,2198,Decoration,Cushion,Mid-Range,142.39,239.0,0.4042,2020-10-08,Active
100997,NVX-100997,Smart Walnut Nightstand,Oak & Stone,2259,Lighting,Pendant Light,Entry,51.35,118.09,0.5652,2023-11-14,Active
100998,NVX-100998,Essential Bamboo Outdoor Chair,Linea Design,2152,Living Room,Armchair,Premium,307.43,444.82,0.3089,2025-05-15,Active
100999,NVX-100999,Urban Rattan Storage Box,Nordic Living,2216,Lighting,Wall Light,Mid-Range,86.27,165.05,0.4773,2026-01-20,Active
101000,NVX-101000,Comfort Walnut Pendant Light,Forma Casa,2085,Living Room,Coffee Table,Mid-Range,575.99,893.12,0.3551,2024-06-21,Active
101001,NVX-101001,Minimalist Marble Coffee Table,Oak & Stone,2291,Garden,BBQ,Premium,68.22,120.12,0.4321,2024-07-08,Active
101002,NVX-101002,Natural Rattan Wardrobe,Green Habitat,2090,Bedroom,Nightstand,Entry,446.61,757.12,0.4101,2026-12-08,Active
101003,NVX-101003,Vintage Oak Pendant Light,UrbanNest,2068,Lighting,Floor Lamp,Mid-Range,63.84,125.74,0.4923,2023-12-20,Active
101004,NVX-101004,Compact Rattan Drawer,Forma Casa,2246,Living Room,Sofa,Entry,711.43,1227.87,0.4206,2024-02-21,Active
101005,NVX-101005,Comfort Glass Chair,Forma Casa,2223,Lighting,Desk Lamp,Mid-Range,38.73,70.66,0.4519,2026-11-30,Active
101006,NVX-101006,Nordic Rattan Mirror,Oak & Stone,2039,Storage,Cabinet,Mid-Range,171.99,295.3,0.4176,2020-12-22,Active
101007,NVX-101007,Contemporary Marble Bookcase,Novexa Essentials,2152,Kitchen,Kitchen Shelf,Premium,49.47,85.56,0.4218,2024-09-23,Active
101008,NVX-101008,Essential Fabric Lamp,HomeCraft,2021,Storage,Metal Rack,Entry,147.45,260.84,0.4347,2020-07-11,Active
101009,NVX-101009,Classic Walnut Storage Box,HomeCraft,2187,Lighting,Table Lamp,Premium,50.93,126.29,0.5967,2023-03-06,Active
101010,NVX-101010,Compact Metal Table,HomeCraft,2016,Decoration,Wall Art,Mid-Range,58.55,124.31,0.529,2022-03-18,Active
101011,NVX-101011,Nordic Walnut Chest of Drawers,Green Habitat,2089,Living Room,Coffee Table,Premium,369.79,668.23,0.4466,2023-01-30,Active
101012,NVX-101012,Essential Walnut Bed,Green Habitat,2112,Storage,Plastic Box,Entry,135.22,262.65,0.4852,2026-10-20,Active
101013,NVX-101013,Nordic Rattan Vanity Unit,Novexa Essentials,2219,Garden,Sun Lounger,Mid-Range,103.33,199.72,0.4826,2024-05-23,Active
101014,NVX-101014,Elegant Metal Lamp,Atelier Home,2144,Kitchen,Bar Stool,Premium,66.21,124.71,0.4691,2023-10-09,Active
101015,NVX-101015,Vintage Fabric Bar Stool,Forma Casa,2202,Lighting,Floor Lamp,Mid-Range,24.07,49.34,0.5122,2025-01-10,Active
101016,NVX-101016,Premium Metal Floor Lamp,Linea Design,2248,Kitchen,Dining Chair,Entry,55.97,108.29,0.4831,2026-01-28,Active
101017,NVX-101017,Nordic Bamboo Coffee Table,HomeCraft,2247,Bathroom,Tall Cabinet,Premium,80.83,165.37,0.5112,2022-11-01,Active
101018,NVX-101018,Smart Bamboo Bed,Nordic Living,2335,Bedroom,Bed,Entry,159.92,270.75,0.4093,2023-03-03,Active
101019,NVX-101019,Signature Oak Coffee Table,Linea Design,2337,Storage,Basket,Mid-Range,175.53,356.33,0.5074,2021-07-02,Active
101020,NVX-101020,Contemporary Velvet Drawer,Atelier Home,2068,Garden,Planter,Mid-Range,55.4,99.75,0.4446,2026-03-23,Active
101021,NVX-101021,Modern Bamboo Dining Table,Nordic Living,2304,Bedroom,Dresser,Premium,316.0,487.02,0.3512,2024-04-30,Active
101022,NVX-101022,Nordic Metal Coffee Table,Lumina,2095,Lighting,Wall Light,Mid-Range,63.78,146.94,0.5659,2022-09-13,Active
101023,NVX-101023,Contemporary Steel Dining Table,Oak & Stone,2325,Living Room,Corner Sofa,Mid-Range,470.39,778.24,0.3956,2024-04-04,Active
101024,NVX-101024,Urban Bamboo Desk,Nordic Living,2169,Decoration,Cushion,Mid-Range,88.07,159.35,0.4473,2025-10-22,Active
101025,NVX-101025,Urban Oak Storage Box,Nordic Living,2109,Garden,BBQ,Entry,63.36,133.06,0.5238,2026-05-31,Discontinued
101026,NVX-101026,Compact Marble BBQ,Forma Casa,2293,Bedroom,Dresser,Entry,449.26,809.12,0.4448,2025-03-18,Active
101027,NVX-101027,Minimalist Ceramic Bookcase,Green Habitat,2209,Bedroom,Wardrobe,Premium,207.48,376.06,0.4483,2024-02-06,Active
101028,NVX-101028,Natural Oak Wall Light,Novexa Essentials,2013,Lighting,Table Lamp,Premium,57.88,144.19,0.5986,2024-08-23,Active
101029,NVX-101029,Essential Steel Chest of Drawers,Linea Design,2171,Bedroom,Wardrobe,Mid-Range,341.05,572.29,0.4041,2021-05-26,Active
101030,NVX-101030,Signature Velvet Planter,Linea Design,2163,Home Office,Desk,Mid-Range,82.94,148.99,0.4433,2024-08-21,Active
101031,NVX-101031,Compact Ceramic Outdoor Table,Lumina,2219,Lighting,Table Lamp,Entry,58.67,110.74,0.4702,2020-10-09,Active
101032,NVX-101032,Compact Bamboo TV Unit,Forma Casa,2289,Kitchen,Dining Chair,Mid-Range,46.49,96.21,0.5168,2021-03-21,Active
101033,NVX-101033,Signature Glass Floor Lamp,Green Habitat,2124,Bedroom,Dresser,Mid-Range,570.12,912.37,0.3751,2022-05-12,Discontinued
101034,NVX-101034,Vintage Metal Outdoor Table,Lumina,2013,Garden,BBQ,Mid-Range,101.11,181.78,0.4438,2021-08-31,Active
101035,NVX-101035,Urban Ceramic Office Chair,HomeCraft,2369,Decoration,Vase,Mid-Range,65.83,112.08,0.4127,2022-06-09,Active
101036,NVX-101036,Contemporary Steel Basket,Nordic Living,2220,Storage,Plastic Box,Entry,237.5,399.06,0.4049,2025-07-05,Active
101037,NVX-101037,Signature Velvet BBQ,Nordic Living,2382,Decoration,Clock,Mid-Range,74.31,134.03,0.4456,2025-10-19,Active
101038,NVX-101038,Contemporary Fabric Mirror,HomeCraft,2079,Living Room,Sideboard,Mid-Range,246.71,364.33,0.3228,2023-10-26,Active
101039,NVX-101039,Premium Oak Bookcase,HomeCraft,2246,Kitchen,Kitchen Island,Mid-Range,54.45,103.22,0.4725,2026-09-22,Active
101040,NVX-101040,Minimalist Velvet Coffee Table,Novexa Essentials,2329,Kitchen,Kitchen Shelf,Entry,26.04,56.95,0.5428,2020-10-22,Active
101041,NVX-101041,Natural Bamboo TV Unit,Linea Design,2248,Living Room,Sofa,Mid-Range,1044.4,1589.09,0.3428,2024-12-01,Active
101042,NVX-101042,Vintage Rattan Shelf,Novexa Essentials,2024,Living Room,Sofa,Premium,654.73,936.52,0.3009,2026-03-21,Active
101043,NVX-101043,Classic Marble Storage Cabinet,Forma Casa,2392,Bedroom,Chest of Drawers,Entry,185.49,300.58,0.3829,2022-07-31,Active
101044,NVX-101044,Signature Rattan TV Unit,Linea Design,2103,Lighting,Table Lamp,Mid-Range,50.21,111.22,0.5486,2025-09-18,Discontinued
101045,NVX-101045,Nordic Metal Wall Light,Linea Design,2302,Home Office,Filing Cabinet,Mid-Range,101.88,199.02,0.4881,2025-07-08,Active
101046,NVX-101046,Modern Oak Dining Table,Oak & Stone,2387,Lighting,Wall Light,Mid-Range,52.58,105.92,0.5036,2026-04-04,Active
101047,NVX-101047,Smart Steel BBQ,Linea Design,2043,Storage,Metal Rack,Premium,212.44,368.46,0.4234,2023-06-01,Active
101048,NVX-101048,Premium Metal Dining Table,Lumina,2049,Storage,Shelf,Entry,174.23,316.2,0.449,2026-08-16,Active
101049,NVX-101049,Nordic Steel Vanity Unit,Forma Casa,2321,Lighting,Table Lamp,Premium,43.06,98.41,0.5624,2021-02-21,Active
101050,NVX-101050,Compact Rattan Dining Table,Atelier Home,2125,Lighting,Pendant Light,Mid-Range,57.19,138.13,0.586,2024-11-25,Active
101051,NVX-101051,Essential Bamboo Shelf,Green Habitat,2204,Storage,Shelf,Entry,175.22,303.72,0.4231,2025-05-08,Active
101052,NVX-101052,Modern Rattan TV Unit,Forma Casa,2394,Bedroom,Nightstand,Mid-Range,386.98,680.68,0.4315,2022-05-29,Active
101053,NVX-101053,Minimalist Bamboo Mirror,HomeCraft,2360,Storage,Cabinet,Mid-Range,71.49,146.76,0.5129,2022-01-09,Active
101054,NVX-101054,Classic Oak Bench,Forma Casa,2206,Bedroom,Bed,Entry,208.49,359.29,0.4197,2022-09-03,Active
101055,NVX-101055,Urban Pine Wall Light,Oak & Stone,2250,Bathroom,Storage Cabinet,Entry,68.56,128.07,0.4647,2025-01-14,Active
101056,NVX-101056,Nordic Marble Office Desk,Novexa Essentials,2223,Storage,Cabinet,Mid-Range,83.45,145.11,0.4249,2020-11-03,Active
101057,NVX-101057,Minimalist Metal Armchair,Lumina,2194,Bathroom,Vanity Unit,Entry,51.99,102.45,0.4925,2026-10-13,Active
101058,NVX-101058,Signature Oak Desk,Novexa Essentials,2121,Bedroom,Dresser,Mid-Range,245.07,421.0,0.4179,2022-08-30,Active
101059,NVX-101059,Compact Pine Pendant Light,Lumina,2247,Bedroom,Chest of Drawers,Premium,206.28,326.51,0.3682,2020-07-30,Active
101060,NVX-101060,Nordic Steel Dining Table,HomeCraft,2182,Living Room,Sideboard,Mid-Range,789.64,1302.57,0.3938,2023-11-02,Active
101061,NVX-101061,Compact Walnut Drawer,Forma Casa,2263,Living Room,TV Unit,Entry,752.12,1294.71,0.4191,2026-05-18,Active
101062,NVX-101062,Nordic Glass Floor Lamp,Atelier Home,2026,Home Office,Desk,Mid-Range,97.37,190.97,0.4901,2020-04-03,Active
101063,NVX-101063,Smart Glass Storage Cabinet,UrbanNest,2278,Living Room,Bookcase,Premium,537.03,848.36,0.367,2026-04-29,Active
101064,NVX-101064,Signature Steel Desk,Novexa Essentials,2095,Bedroom,Chest of Drawers,Mid-Range,346.69,535.8,0.3529,2024-04-04,Active
101065,NVX-101065,Modern Steel Planter,Linea Design,2340,Kitchen,Dining Table,Mid-Range,47.63,93.7,0.4917,2026-10-07,Active
101066,NVX-101066,Natural Glass Sideboard,HomeCraft,2393,Home Office,Bookcase,Mid-Range,98.13,203.49,0.5178,2021-10-15,Active
101067,NVX-101067,Classic Marble Pendant Light,Nordic Living,2101,Bedroom,Wardrobe,Mid-Range,356.16,567.51,0.3724,2022-01-08,Active
101068,NVX-101068,Essential Ceramic Sideboard,UrbanNest,2294,Living Room,Sideboard,Entry,693.72,1003.26,0.3085,2021-03-04,Active
101069,NVX-101069,Smart Ceramic Storage Cabinet,Nordic Living,2109,Bedroom,Nightstand,Mid-Range,278.53,443.59,0.3721,2025-03-11,Active
101070,NVX-101070,Comfort Velvet Metal Rack,Atelier Home,2334,Garden,Garden Storage,Entry,85.4,171.62,0.5024,2023-11-26,Active
101071,NVX-101071,Vintage Marble Mirror,Lumina,2248,Decoration,Mirror,Mid-Range,62.94,116.16,0.4582,2020-12-07,Active
101072,NVX-101072,Essential Fabric Outdoor Chair,Forma Casa,2011,Bedroom,Bed,Premium,169.31,296.47,0.4289,2020-10-10,Active
101073,NVX-101073,Minimalist Velvet Mirror,HomeCraft,2161,Living Room,Bookcase,Entry,550.89,793.52,0.3058,2020-10-24,Active
101074,NVX-101074,Nordic Fabric Outdoor Chair,HomeCraft,2192,Garden,Outdoor Table,Entry,36.65,76.13,0.5186,2024-08-21,Active
101075,NVX-101075,Signature Steel Wall Light,Atelier Home,2285,Decoration,Clock,Premium,81.75,169.05,0.5164,2024-06-28,Active
101076,NVX-101076,Urban Glass Table,Novexa Essentials,2034,Living Room,TV Unit,Mid-Range,800.41,1228.55,0.3485,2024-02-19,Active
101077,NVX-101077,Classic Steel Dining Table,Novexa Essentials,2053,Bathroom,Mirror,Mid-Range,42.53,80.4,0.471,2021-08-20,Active
101078,NVX-101078,Classic Bamboo Bench,Lumina,2155,Living Room,Armchair,Mid-Range,597.78,904.34,0.339,2024-09-19,Active
101079,NVX-101079,Comfort Steel Outdoor Chair,Linea Design,2180,Home Office,Office Chair,Mid-Range,103.08,228.2,0.5483,2025-06-23,Active
101080,NVX-101080,Comfort Oak Lamp,HomeCraft,2151,Lighting,Floor Lamp,Premium,72.45,175.73,0.5877,2025-08-31,Active
101081,NVX-101081,Elegant Glass Bench,Oak & Stone,2313,Bedroom,Chest of Drawers,Mid-Range,280.93,495.29,0.4328,2020-04-15,Discontinued
101082,NVX-101082,Natural Ceramic Lamp,Nordic Living,2279,Kitchen,Kitchen Cabinet,Premium,27.94,50.98,0.4519,2024-11-30,Active
101083,NVX-101083,Essential Rattan Wall Light,Linea Design,2198,Bathroom,Mirror,Premium,59.64,128.57,0.5361,2024-02-08,Active
101084,NVX-101084,Minimalist Steel Coffee Table,HomeCraft,2300,Home Office,Desk,Mid-Range,65.08,135.28,0.5189,2023-04-13,Active
101085,NVX-101085,Vintage Glass Floor Lamp,Forma Casa,2034,Kitchen,Kitchen Shelf,Entry,47.95,88.78,0.4599,2025-10-31,Active
101086,NVX-101086,Comfort Rattan TV Unit,Green Habitat,2359,Living Room,Sideboard,Mid-Range,560.72,814.08,0.3112,2024-03-20,Active
101087,NVX-101087,Urban Velvet Metal Rack,Lumina,2207,Lighting,Desk Lamp,Entry,64.45,147.91,0.5643,2022-01-13,Active
101088,NVX-101088,Contemporary Metal Cabinet,Oak & Stone,2070,Home Office,Bookcase,Entry,67.28,120.7,0.4426,2021-07-18,Active
101089,NVX-101089,Nordic Walnut Office Desk,Atelier Home,2249,Garden,Outdoor Table,Premium,45.6,99.71,0.5427,2022-10-15,Active
101090,NVX-101090,Nordic Rattan Office Chair,Oak & Stone,2008,Kitchen,Dining Table,Premium,42.18,83.48,0.4947,2024-04-28,Active
101091,NVX-101091,Signature Oak Storage Box,Novexa Essentials,2259,Living Room,Bookcase,Mid-Range,230.32,346.87,0.336,2025-11-21,Active
101092,NVX-101092,Classic Rattan Desk,Novexa Essentials,2361,Home Office,Filing Cabinet,Premium,109.13,241.85,0.5488,2023-12-13,Active
101093,NVX-101093,Vintage Steel Outdoor Table,Green Habitat,2327,Lighting,Floor Lamp,Mid-Range,83.32,155.6,0.4645,2020-08-31,Active
101094,NVX-101094,Vintage Glass TV Unit,HomeCraft,2271,Storage,Metal Rack,Mid-Range,84.43,156.23,0.4596,2021-07-08,Active
101095,NVX-101095,Comfort Velvet Bed,Lumina,2044,Bathroom,Mirror,Entry,48.66,97.15,0.4991,2023-07-25,Active
101096,NVX-101096,Essential Velvet Vanity Unit,Lumina,2034,Lighting,Wall Light,Mid-Range,48.74,104.6,0.534,2020-05-14,Active
101097,NVX-101097,Premium Marble Shelf,Oak & Stone,2394,Living Room,Sideboard,Premium,165.27,283.31,0.4166,2021-07-24,Active
101098,NVX-101098,Natural Pine Kitchen Island,Atelier Home,2305,Garden,Garden Storage,Premium,135.71,276.15,0.5086,2024-10-04,Active
101099,NVX-101099,Premium Bamboo Storage Box,Forma Casa,2007,Living Room,Sideboard,Mid-Range,532.54,925.35,0.4245,2023-05-17,Active
101100,NVX-101100,Contemporary Fabric Shelf,Nordic Living,2323,Kitchen,Dining Table,Mid-Range,29.6,53.18,0.4434,2020-07-29,Discontinued
101101,NVX-101101,Essential Oak Bench,HomeCraft,2253,Lighting,Floor Lamp,Entry,49.35,101.66,0.5146,2025-10-10,Active
101102,NVX-101102,Contemporary Marble Dining Table,Novexa Essentials,2163,Home Office,Office Chair,Mid-Range,93.6,162.11,0.4226,2024-12-26,Active
101103,NVX-101103,Essential Bamboo Storage Box,Novexa Essentials,2304,Bedroom,Wardrobe,Mid-Range,193.18,336.97,0.4267,2023-11-08,Active
101104,NVX-101104,Signature Marble Desk,Green Habitat,2143,Decoration,Mirror,Mid-Range,83.55,149.83,0.4424,2023-09-21,Active
101105,NVX-101105,Signature Marble Storage Box,Linea Design,2071,Decoration,Vase,Entry,51.89,96.34,0.4614,2024-02-19,Active
101106,NVX-101106,Contemporary Marble Kitchen Island,Green Habitat,2225,Kitchen,Kitchen Cabinet,Premium,24.32,45.21,0.4621,2021-03-26,Active
101107,NVX-101107,Essential Walnut Lamp,Linea Design,2383,Kitchen,Dining Chair,Mid-Range,36.82,73.38,0.4982,2021-09-25,Active
101108,NVX-101108,Contemporary Velvet Nightstand,Lumina,2315,Home Office,Filing Cabinet,Mid-Range,66.59,114.8,0.4199,2021-02-23,Active
101109,NVX-101109,Vintage Marble Storage Box,Linea Design,2113,Garden,BBQ,Entry,60.61,133.88,0.5473,2021-10-19,Active
101110,NVX-101110,Elegant Oak Pendant Light,Nordic Living,2177,Garden,Planter,Mid-Range,44.68,93.83,0.5238,2021-11-14,Active
101111,NVX-101111,Elegant Glass Vanity Unit,HomeCraft,2319,Living Room,Corner Sofa,Premium,609.12,1107.48,0.45,2023-07-12,Active
101112,NVX-101112,Nordic Glass Pendant Light,UrbanNest,2384,Kitchen,Bar Stool,Entry,65.85,124.8,0.4724,2024-03-21,Active
101113,NVX-101113,Urban Fabric Pendant Light,Atelier Home,2290,Garden,Planter,Mid-Range,114.42,224.08,0.4894,2021-05-05,Active
101114,NVX-101114,Signature Walnut Storage Cabinet,Novexa Essentials,2097,Bedroom,Chest of Drawers,Entry,179.4,316.11,0.4325,2021-04-28,Active
101115,NVX-101115,Comfort Glass BBQ,Linea Design,2091,Kitchen,Kitchen Cabinet,Mid-Range,42.11,85.49,0.5074,2026-03-03,Active
101116,NVX-101116,Classic Pine Chair,Lumina,2387,Kitchen,Dining Table,Entry,53.06,112.16,0.5269,2026-12-01,Active
101117,NVX-101117,Classic Walnut TV Unit,Linea Design,2027,Lighting,Table Lamp,Entry,35.89,83.51,0.5702,2025-04-09,Active
101118,NVX-101118,Compact Bamboo Cabinet,Linea Design,2063,Bathroom,Tall Cabinet,Mid-Range,41.17,82.26,0.4995,2023-01-28,Active
101119,NVX-101119,Nordic Marble Desk,Novexa Essentials,2096,Kitchen,Bar Stool,Entry,47.48,98.08,0.5159,2022-01-10,Active
101120,NVX-101120,Signature Oak Table,Linea Design,2138,Living Room,TV Unit,Entry,720.78,1181.13,0.3898,2023-11-26,Active
101121,NVX-101121,Premium Steel Sofa,HomeCraft,2169,Storage,Basket,Mid-Range,93.71,166.29,0.4365,2023-11-07,Active
101122,NVX-101122,Natural Fabric Planter,Novexa Essentials,2111,Living Room,TV Unit,Mid-Range,1019.98,1817.69,0.4389,2025-11-04,Active
101123,NVX-101123,Nordic Steel Chest of Drawers,UrbanNest,2223,Home Office,Desk,Entry,44.64,92.41,0.5169,2023-11-17,Active
101124,NVX-101124,Premium Metal Storage Box,Forma Casa,2014,Lighting,Table Lamp,Entry,46.79,88.28,0.47,2020-06-24,Active
101125,NVX-101125,Natural Rattan Desk,Novexa Essentials,2148,Lighting,Wall Light,Mid-Range,78.03,165.19,0.5276,2023-01-19,Active
101126,NVX-101126,Smart Rattan Floor Lamp,Novexa Essentials,2195,Bathroom,Tall Cabinet,Mid-Range,68.38,118.87,0.4247,2025-01-11,Active
101127,NVX-101127,Essential Rattan Floor Lamp,Green Habitat,2205,Home Office,Desk,Mid-Range,86.93,187.13,0.5355,2026-09-26,Discontinued
101128,NVX-101128,Elegant Fabric Wardrobe,Oak & Stone,2356,Decoration,Mirror,Mid-Range,65.43,142.64,0.5413,2024-01-20,Active
101129,NVX-101129,Signature Fabric Vanity Unit,Nordic Living,2066,Kitchen,Kitchen Island,Mid-Range,28.64,58.61,0.5113,2024-01-07,Active
101130,NVX-101130,Vintage Ceramic Office Chair,Nordic Living,2249,Decoration,Cushion,Mid-Range,88.17,167.09,0.4723,2022-05-25,Active
101131,NVX-101131,Essential Velvet Outdoor Table,Atelier Home,2343,Lighting,Wall Light,Premium,98.03,232.57,0.5785,2023-01-18,Active
101132,NVX-101132,Vintage Ceramic Storage Cabinet,Linea Design,2383,Garden,Planter,Mid-Range,54.02,115.34,0.5316,2024-01-08,Active
101133,NVX-101133,Minimalist Bamboo Sofa,UrbanNest,2196,Bathroom,Vanity Unit,Mid-Range,76.21,133.58,0.4295,2025-03-20,Active
101134,NVX-101134,Essential Glass Table,Atelier Home,2154,Bathroom,Vanity Unit,Mid-Range,22.82,41.43,0.4492,2024-06-14,Active
101135,NVX-101135,Natural Walnut Bench,Oak & Stone,2181,Garden,BBQ,Entry,108.38,205.39,0.4723,2026-08-24,Active
101136,NVX-101136,Classic Metal Desk Lamp,Lumina,2158,Home Office,Filing Cabinet,Premium,56.54,115.32,0.5097,2022-06-08,Active
101137,NVX-101137,Smart Velvet Shelf,Forma Casa,2362,Lighting,Desk Lamp,Mid-Range,45.0,96.8,0.5351,2020-09-08,Active
101138,NVX-101138,Contemporary Rattan Bench,Green Habitat,2115,Kitchen,Bar Stool,Mid-Range,76.53,131.19,0.4166,2020-02-18,Active
101139,NVX-101139,Essential Fabric BBQ,Oak & Stone,2282,Bedroom,Nightstand,Mid-Range,361.44,607.45,0.405,2021-08-18,Active
101140,NVX-101140,Urban Walnut Bar Stool,Oak & Stone,2201,Bathroom,Storage Cabinet,Entry,34.67,70.13,0.5056,2023-07-26,Active
101141,NVX-101141,Modern Fabric TV Unit,Linea Design,2031,Bedroom,Dresser,Mid-Range,302.73,520.25,0.4181,2026-09-01,Active
101142,NVX-101142,Nordic Velvet Planter,Green Habitat,2190,Bedroom,Wardrobe,Mid-Range,295.0,521.92,0.4348,2020-03-08,Active
101143,NVX-101143,Minimalist Glass Sofa,Nordic Living,2171,Lighting,Table Lamp,Entry,75.53,144.47,0.4772,2022-12-31,Active
101144,NVX-101144,Classic Metal Storage Box,Green Habitat,2142,Living Room,Coffee Table,Mid-Range,391.23,671.06,0.417,2021-07-23,Active
101145,NVX-101145,Classic Rattan Shelf,Novexa Essentials,2028,Garden,Garden Storage,Mid-Range,71.07,136.21,0.4782,2020-05-16,Active
101146,NVX-101146,Smart Walnut Cabinet,Linea Design,2174,Bedroom,Chest of Drawers,Entry,309.39,523.18,0.4086,2023-10-17,Active
101147,NVX-101147,Classic Oak Office Desk,Lumina,2060,Bedroom,Wardrobe,Mid-Range,478.05,834.52,0.4272,2025-11-29,Active
101148,NVX-101148,Premium Steel Wardrobe,Novexa Essentials,2312,Living Room,TV Unit,Entry,374.45,662.06,0.4344,2022-08-05,Active
101149,NVX-101149,Vintage Metal Bar Stool,Forma Casa,2169,Living Room,Armchair,Premium,1072.87,1634.15,0.3435,2023-04-28,Active
101150,NVX-101150,Essential Ceramic Cabinet,HomeCraft,2313,Garden,Planter,Entry,63.65,120.61,0.4723,2020-11-14,Active
101151,NVX-101151,Minimalist Pine Shelf,Linea Design,2153,Garden,Garden Storage,Premium,52.23,112.77,0.5368,2024-09-24,Active
101152,NVX-101152,Vintage Glass Desk,Forma Casa,2387,Bathroom,Storage Cabinet,Mid-Range,56.19,116.45,0.5175,2026-03-18,Active
101153,NVX-101153,Comfort Rattan Bed,Novexa Essentials,2151,Decoration,Clock,Mid-Range,44.7,94.81,0.5285,2025-09-27,Active
101154,NVX-101154,Elegant Marble Outdoor Chair,Lumina,2280,Bedroom,Chest of Drawers,Entry,275.11,434.2,0.3664,2024-02-11,Active
101155,NVX-101155,Signature Velvet Shelf,UrbanNest,2156,Kitchen,Kitchen Shelf,Entry,28.25,58.03,0.5132,2023-08-19,Active
101156,NVX-101156,Comfort Ceramic Shelf,Atelier Home,2012,Bedroom,Chest of Drawers,Mid-Range,232.59,365.99,0.3645,2020-07-22,Active
101157,NVX-101157,Elegant Pine Storage Cabinet,Lumina,2313,Home Office,Desk,Entry,50.07,98.55,0.4919,2025-04-29,Active
